location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,35-39,35,39,37136,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,35-39,35,39,38015,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,35-39,35,39,75151,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,40-44,40,44,34067,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,40-44,40,44,32337,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,40-44,40,44,66404,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,45-49,45,49,28413,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,45-49,45,49,26918,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,45-49,45,49,55331,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,50-54,50,54,21843,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,50-54,50,54,21458,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,50-54,50,54,43301,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,55-59,55,59,16981,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,55-59,55,59,17925,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,55-59,55,59,34906,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,60-64,60,64,12605,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,60-64,60,64,15860,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,60-64,60,64,28465,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,65-69,65,69,8877,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,65-69,65,69,12262,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,65-69,65,69,21139,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,70-74,70,74,5453,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,70-74,70,74,8274,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,70-74,70,74,13727,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,75-79,75,79,2333,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,75-79,75,79,3895,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,75-79,75,79,6228,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,80+,80,None,2764,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,80+,80,None,4490,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,80+,80,None,7254,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,all,None,None,481466,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,all,None,None,502714,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,all,None,None,984180,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,0-4,0,4,86644,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,0-4,0,4,90611,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,0-4,0,4,177255,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,5-9,5,9,74596,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,5-9,5,9,80349,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,5-9,5,9,154945,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,10-14,10,14,62986,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,10-14,10,14,69774,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,10-14,10,14,132760,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,15-19,15,19,53560,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,15-19,15,19,57641,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,15-19,15,19,111201,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,20-24,20,24,45577,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,20-24,20,24,42732,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,20-24,20,24,88309,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,25-29,25,29,36763,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,25-29,25,29,33657,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,25-29,25,29,70420,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,30-34,30,34,25729,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,30-34,30,34,26114,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,30-34,30,34,51843,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,35-39,35,39,20828,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,35-39,35,39,21337,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,35-39,35,39,42165,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,40-44,40,44,19107,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,40-44,40,44,18150,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,40-44,40,44,37257,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,45-49,45,49,15936,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,45-49,45,49,15109,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,45-49,45,49,31045,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,50-54,50,54,12251,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,50-54,50,54,12044,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,50-54,50,54,24295,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,55-59,55,59,9524,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,55-59,55,59,10061,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,55-59,55,59,19585,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,60-64,60,64,7069,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,60-64,60,64,8902,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,60-64,60,64,15971,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,65-69,65,69,4979,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,65-69,65,69,6883,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,65-69,65,69,11862,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,70-74,70,74,3058,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,70-74,70,74,4644,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,70-74,70,74,7702,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,75-79,75,79,1309,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,75-79,75,79,2186,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,75-79,75,79,3495,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,f,80+,80,None,1550,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,m,80+,80,None,2520,2021-01-01,2021-12-31
AFG,True,True,Ghor,,AF23,Ghor,,,1,all,80+,80,None,4070,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,all,None,None,917077,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,all,None,None,944810,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,all,None,None,1861887,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,0-4,0,4,165036,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,0-4,0,4,170295,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,0-4,0,4,335331,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,5-9,5,9,142088,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,5-9,5,9,151008,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,5-9,5,9,293096,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,10-14,10,14,119973,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,10-14,10,14,131134,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,10-14,10,14,251107,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,15-19,15,19,102019,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,15-19,15,19,108331,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,15-19,15,19,210350,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,20-24,20,24,86814,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,20-24,20,24,80311,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,20-24,20,24,167125,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,25-29,25,29,70025,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,25-29,25,29,63256,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,25-29,25,29,133281,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,30-34,30,34,49008,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,30-34,30,34,49080,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,30-34,30,34,98088,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,35-39,35,39,39672,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,35-39,35,39,40102,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,35-39,35,39,79774,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,40-44,40,44,36393,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,40-44,40,44,34112,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,40-44,40,44,70505,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,45-49,45,49,30354,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,45-49,45,49,28395,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,45-49,45,49,58749,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,50-54,50,54,23334,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,50-54,50,54,22636,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,50-54,50,54,45970,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,55-59,55,59,18141,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,55-59,55,59,18909,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,55-59,55,59,37050,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,60-64,60,64,13465,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,60-64,60,64,16730,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,60-64,60,64,30195,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,65-69,65,69,9483,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,65-69,65,69,12936,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,65-69,65,69,22419,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,70-74,70,74,5826,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,70-74,70,74,8729,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,70-74,70,74,14555,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,75-79,75,79,2493,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,75-79,75,79,4109,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,75-79,75,79,6602,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,f,80+,80,None,2953,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,m,80+,80,None,4737,2021-01-01,2021-12-31
AFG,True,True,Hilmand,,AF30,Hilmand,,,1,all,80+,80,None,7690,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,all,None,None,1367414,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,all,None,None,1388496,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,all,None,None,2755910,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,0-4,0,4,246078,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,0-4,0,4,250266,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,0-4,0,4,496344,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,5-9,5,9,211861,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,5-9,5,9,221921,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,5-9,5,9,433782,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,10-14,10,14,178886,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,10-14,10,14,192716,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,10-14,10,14,371602,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,15-19,15,19,152117,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,15-19,15,19,159204,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,15-19,15,19,311321,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,20-24,20,24,129444,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,20-24,20,24,118026,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,20-24,20,24,247470,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,25-29,25,29,104411,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,25-29,25,29,92961,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,25-29,25,29,197372,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,30-34,30,34,73073,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,30-34,30,34,72128,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,30-34,30,34,145201,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,35-39,35,39,59154,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,35-39,35,39,58934,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,35-39,35,39,118088,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,40-44,40,44,54265,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,40-44,40,44,50131,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,40-44,40,44,104396,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,45-49,45,49,45259,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,45-49,45,49,41730,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,45-49,45,49,86989,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,50-54,50,54,34793,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,50-54,50,54,33265,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,50-54,50,54,68058,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,55-59,55,59,27049,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,55-59,55,59,27789,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,55-59,55,59,54838,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,60-64,60,64,20078,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,60-64,60,64,24587,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,60-64,60,64,44665,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,65-69,65,69,14140,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,65-69,65,69,19010,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,65-69,65,69,33150,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,70-74,70,74,8686,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,70-74,70,74,12828,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,70-74,70,74,21514,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,75-79,75,79,3717,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,75-79,75,79,6039,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,75-79,75,79,9756,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,f,80+,80,None,4403,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,m,80+,80,None,6961,2021-01-01,2021-12-31
AFG,True,True,Hirat,,AF32,Hirat,,,1,all,80+,80,None,11364,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,all,None,None,382210,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,all,None,None,392915,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,all,None,None,775125,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,0-4,0,4,68782,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,0-4,0,4,70820,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,0-4,0,4,139602,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,5-9,5,9,59218,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,5-9,5,9,62799,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,5-9,5,9,122017,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,10-14,10,14,50001,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,10-14,10,14,54534,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,10-14,10,14,104535,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,15-19,15,19,42519,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,15-19,15,19,45051,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,15-19,15,19,87570,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,20-24,20,24,36181,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,20-24,20,24,33399,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,20-24,20,24,69580,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,25-29,25,29,29184,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,25-29,25,29,26306,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,25-29,25,29,55490,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,30-34,30,34,20425,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,30-34,30,34,20411,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,30-34,30,34,40836,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,35-39,35,39,16534,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,35-39,35,39,16677,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,35-39,35,39,33211,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,40-44,40,44,15168,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,40-44,40,44,14186,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,40-44,40,44,29354,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,45-49,45,49,12651,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,45-49,45,49,11809,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,45-49,45,49,24460,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,50-54,50,54,9725,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,50-54,50,54,9413,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,50-54,50,54,19138,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,55-59,55,59,7560,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,55-59,55,59,7864,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,55-59,55,59,15424,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,60-64,60,64,5612,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,60-64,60,64,6958,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,60-64,60,64,12570,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,65-69,65,69,3952,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,65-69,65,69,5379,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,65-69,65,69,9331,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,70-74,70,74,2428,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,70-74,70,74,3630,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,70-74,70,74,6058,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,75-79,75,79,1039,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,75-79,75,79,1709,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,75-79,75,79,2748,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,f,80+,80,None,1231,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,m,80+,80,None,1970,2021-01-01,2021-12-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,80+,80,None,3201,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,all,None,None,3293371,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,all,None,None,3407142,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,all,None,None,6700513,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,0-4,0,4,592670,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,0-4,0,4,614112,2021-01-01,2021-12-31
