origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
AFG,True,True,KAZ,False,False,ASY,f,12-17,12,17,11,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,f,18-59,18,59,37,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,f,all,None,None,70,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,m,0-4,0,4,6,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,m,5-11,5,11,13,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,m,12-17,12,17,8,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,m,18-59,18,59,62,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,m,60+,60,None,5,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,m,all,None,None,94,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,ASY,all,all,None,None,164,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,f,0-4,0,4,18,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,f,5-11,5,11,34,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,f,12-17,12,17,35,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,f,18-59,18,59,168,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,f,60+,60,None,11,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,f,all,None,None,266,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,m,0-4,0,4,22,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,m,5-11,5,11,47,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,m,12-17,12,17,45,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,m,18-59,18,59,170,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,m,60+,60,None,11,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,m,all,None,None,295,2017-01-01,2017-12-31
AFG,True,True,KAZ,False,False,REF,all,all,None,None,561,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,m,18-59,18,59,5,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,m,all,None,None,5,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,ASY,all,all,None,None,5,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,m,5-11,5,11,8,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,m,all,None,None,8,2017-01-01,2017-12-31
AFG,True,True,KEN,False,True,REF,all,all,None,None,8,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,f,5-11,5,11,8,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,f,18-59,18,59,11,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,f,all,None,None,19,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,m,5-11,5,11,5,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,m,18-59,18,59,22,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,m,all,None,None,27,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,ASY,all,all,None,None,46,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,f,0-4,0,4,14,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,f,5-11,5,11,13,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,f,12-17,12,17,11,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,f,18-59,18,59,64,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,f,all,None,None,102,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,m,0-4,0,4,15,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,m,5-11,5,11,17,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,m,12-17,12,17,14,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,m,18-59,18,59,88,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,m,all,None,None,134,2017-01-01,2017-12-31
AFG,True,True,KGZ,False,False,REF,all,all,None,None,236,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,m,18-59,18,59,7,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,m,all,None,None,7,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,ASY,all,all,None,None,7,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,f,5-11,5,11,7,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,f,12-17,12,17,5,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,f,all,None,None,12,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,m,5-11,5,11,5,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,m,12-17,12,17,5,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,m,18-59,18,59,15,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,m,all,None,None,25,2017-01-01,2017-12-31
AFG,True,True,KOR,False,False,REF,all,all,None,None,37,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,m,18-59,18,59,6,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,m,all,None,None,6,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,ASY,all,all,None,None,6,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,f,18-59,18,59,9,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,f,all,None,None,9,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,m,5-11,5,11,13,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,m,all,None,None,13,2017-01-01,2017-12-31
AFG,True,True,LBN,False,True,REF,all,all,None,None,22,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,f,12-17,12,17,5,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,f,all,None,None,5,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,m,18-59,18,59,6,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,m,all,None,None,6,2017-01-01,2017-12-31
AFG,True,True,LBY,False,True,ASY,all,all,None,None,11,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,m,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LIE,False,False,REF,all,all,None,None,5,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,f,0-4,0,4,8,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,f,5-11,5,11,5,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,f,18-59,18,59,14,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,f,all,None,None,27,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,m,5-11,5,11,6,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,m,18-59,18,59,25,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,m,all,None,None,31,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,ASY,all,all,None,None,58,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,f,0-4,0,4,7,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,f,5-11,5,11,7,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,f,12-17,12,17,5,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,f,18-59,18,59,27,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,f,all,None,None,46,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,m,0-4,0,4,6,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,m,5-11,5,11,12,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,m,12-17,12,17,6,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,m,18-59,18,59,63,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,m,all,None,None,87,2017-01-01,2017-12-31
AFG,True,True,LKA,False,False,REF,all,all,None,None,133,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,m,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,ASY,all,all,None,None,9,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,m,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LTU,False,True,REF,all,all,None,None,212,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,m,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,ASY,all,all,None,None,70,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,m,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LUX,False,False,REF,all,all,None,None,43,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,m,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,ASY,all,all,None,None,8,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,m,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,LVA,False,True,REF,all,all,None,None,58,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,m,18-59,18,59,5,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,m,all,None,None,5,2017-01-01,2017-12-31
AFG,True,True,MAR,False,False,REF,all,all,None,None,5,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,m,0-4,0,4,7,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,m,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,m,all,None,None,7,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,ASY,all,all,None,None,7,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,f,18-59,18,59,5,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,f,all,None,None,5,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,m,5-11,5,11,5,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,m,18-59,18,59,8,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,m,all,None,None,13,2017-01-01,2017-12-31
AFG,True,True,MDA,False,True,REF,all,all,None,None,18,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,f,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,f,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,f,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,f,18-59,18,59,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,f,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,f,all,None,None,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,m,0-4,0,4,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,m,5-11,5,11,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,m,12-17,12,17,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,m,18-59,18,59,5,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,m,60+,60,None,0,2017-01-01,2017-12-31
AFG,True,True,MDG,False,False,REF,m,all,None,None,5,2017-01-01,2017-12-31
